,restaurant,online_order,book_table,rating,votes,cuisines,average_cost,restaurant_type,locality
11527,Sutra Spice-The Resto Bar,No,No,3.9,31,"South Indian, Andhra",1000.0,Pubs and bars,BTM
11528,JukeBox,No,Yes,3.9,281,"Continental, Parsi, Chinese, North Indian, Italian, Steak",1000.0,Pubs and bars,BTM
11529,Sherlock's Pub,No,Yes,3.9,579,"Continental, North Indian, Chinese",1300.0,Pubs and bars,BTM
11530,Lounge 189,No,No,3.8,157,"Continental, Italian",1300.0,Pubs and bars,BTM
11531,The Underground Gastropub,No,No,3.0,37,Finger Food,1000.0,Pubs and bars,BTM
11532,Fandom at Gilly's Redefined,No,No,3.9,105,Finger Food,1500.0,Pubs and bars,BTM
11533,Coconut Grove,No,No,3.4,97,"South Indian, Chettinad, Kerala, Seafood",1100.0,Pubs and bars,BTM
11534,Barcode,No,Yes,3.8,169,"South Indian, North Indian",1300.0,Pubs and bars,BTM
11535,Daawat Restaurant Bar & Pub,Yes,No,3.5,9,"Finger Food, North Indian, Seafood, Mangalorean, Chinese",700.0,Pubs and bars,BTM
11536,A Bar,No,No,3.3,19,"North Indian, Continental",600.0,Pubs and bars,BTM
11538,H3O,No,No,3.3,4,"North Indian, Chinese",1000.0,Pubs and bars,BTM
11539,Parika Multicuisine Restaurant,Yes,Yes,3.8,203,"North Indian, Chinese, Mughlai",1200.0,Buffet,Church Street
11540,Chutney Chang,Yes,Yes,4.2,4733,"North Indian, Chinese, BBQ",1500.0,Buffet,Church Street
11541,Oh! Calcutta,Yes,Yes,4.4,1112,"Bengali, Seafood",1200.0,Buffet,Church Street
11542,Mainland China,Yes,Yes,4.5,1401,"Chinese, Momos",1700.0,Buffet,Church Street
11543,Empire Restaurant,Yes,No,4.0,3213,"North Indian, Mughlai, South Indian, Chinese",750.0,Buffet,Church Street
11544,Olive Bar And Kitchen,No,Yes,4.5,2198,"Mediterranean, European, Salad",1800.0,Buffet,Church Street
11545,Ebony,Yes,Yes,4.3,3130,"North Indian, South Indian",1500.0,Buffet,Church Street
11546,JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2119,"North Indian, Continental, Italian",2200.0,Buffet,Church Street
11547,Rim Naam - The Oberoi,No,No,4.6,983,Thai,3000.0,Buffet,Church Street
11548,The Tao Terraces,Yes,Yes,4.0,1913,"Thai, Japanese, Korean, Burmese, Chinese",2100.0,Buffet,Church Street
11549,Caraway Kitchen - Conrad Bengaluru,No,Yes,4.3,152,"American, Continental, North Indian, South Indian",2800.0,Buffet,Church Street
11550,Rasovara,Yes,Yes,4.3,765,"Rajasthani, North Indian",1400.0,Buffet,Church Street
11551,Barbeque Nation,No,Yes,4.4,1065,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0,Buffet,Church Street
11552,Cubbon Pavilion - ITC Gardenia,No,Yes,4.3,679,"European, Continental, Chinese, Thai",2500.0,Buffet,Church Street
11553,Le Jardin - The Oberoi,No,No,4.3,689,"European, Mediterranean, North Indian",3000.0,Buffet,Church Street
11554,BBQ@52,No,Yes,3.7,41,"BBQ, Biryani, Continental",1500.0,Buffet,Church Street
11555,Konark Vegetarian Restaurant,No,No,4.1,1007,"North Indian, Chinese, Continental, South Indian, Street Food, Juices",500.0,Buffet,Church Street
11556,BBQ'D - Global Grill & Brewery,No,No,4.3,458,"BBQ, North Indian",1500.0,Buffet,Church Street
11557,The Spice Bazaar,No,Yes,4.2,332,"North Indian, Mughlai",1000.0,Buffet,Church Street
11558,The Market - The Ritz-Carlton,No,Yes,4.3,614,"North Indian, European, Thai",3400.0,Buffet,Church Street
11559,WelcomCafe Jacaranda - WelcomHotel Bengaluru,No,No,4.0,53,"Asian, Continental, North Indian",2000.0,Buffet,Church Street
11560,Kitchen On Table,Yes,No,4.0,48,"Japanese, Sushi, Asian",1500.0,Buffet,Church Street
11561,Tiger Trail - Ramada Hotel,Yes,Yes,4.0,188,"North Indian, Lucknowi",1300.0,Buffet,Church Street
11562,Puran da Dhaba - The Pride Hotel,Yes,No,4.0,164,North Indian,1700.0,Buffet,Church Street
11563,Season - Adarsh Hamilton,No,Yes,4.3,326,"North Indian, Chinese, South Indian, Continental",1200.0,Buffet,Church Street
11564,Cafe Mangii,Yes,Yes,4.3,1048,"Italian, Continental, Pizza",1600.0,Buffet,Church Street
11565,Panchavati Gaurav Thali,Yes,Yes,4.0,929,"Rajasthani, Gujarati",800.0,Buffet,Church Street
11566,Citrus Cafe - Lemon Tree Premier,No,No,3.9,183,"North Indian, Continental, South Indian",2200.0,Buffet,Church Street
11567,Ithaca - The Chancery Pavilion,No,Yes,3.9,312,"North Indian, Italian, European, Continental",2000.0,Buffet,Church Street
11568,South Parade - The Chancery Hotel,No,No,3.1,123,"North Indian, Continental, Chinese",1200.0,Buffet,Church Street
11569,Mint Masala,No,No,2.8,252,"North Indian, Chinese",1000.0,Buffet,Church Street
11570,Northern Gate- Gateway Hotel,No,Yes,3.9,100,North Indian,1900.0,Buffet,Church Street
11571,Saatvikk,No,No,2.8,132,"North Indian, South Indian, Continental",650.0,Buffet,Church Street
11572,Curry with a 'K' - St. Mark's Hotel,No,No,3.9,89,"North Indian, Mughlai, Hyderabadi",1400.0,Buffet,Church Street
11573,Cafe Treat - The Pride Hotel,Yes,No,4.1,118,"Continental, Asian, Italian",1000.0,Buffet,Church Street
11574,Canopy,No,No,3.0,108,"North Indian, Continental, Chinese",800.0,Buffet,Church Street
11575,Cafe @ Elanza,No,No,3.7,145,"Chinese, North Indian, Cafe",1000.0,Buffet,Church Street
11576,The Oriental Spice - Ashraya Hotel,Yes,No,3.9,158,"Chinese, Thai, Indonesian",1300.0,Buffet,Church Street
11577,PinxRoyal Orchid Central,Yes,Yes,3.8,198,"Italian, European",1600.0,Buffet,Church Street
11578,Monsoon - The Park Bangalore,No,Yes,4.2,271,"Italian, North Indian",3000.0,Buffet,Church Street
11579,The Hub - Ibis Hotel,No,No,3.5,29,"Finger Food, Fast Food, Continental",2200.0,Buffet,Church Street
11580,Nithyothsav - Hotel Ramanashree,No,No,3.0,31,"North Indian, Chinese",1000.0,Buffet,Church Street
11581,Cafe Monarch Luxur,No,No,3.8,23,"North Indian, South Indian, Chinese, Fast Food",800.0,Buffet,Church Street
11582,Sunehri,No,No,3.8,67,South Indian,500.0,Buffet,Church Street
11583,70 Brigade - Iris Hotel,No,Yes,3.9,106,"Chinese, North Indian, Pizza",1000.0,Buffet,Church Street
11584,Bazaar- Zone By The Park,No,Yes,3.8,52,"Continental, South Indian, North Indian, Asian",1100.0,Buffet,Church Street
11585,VT Sindhur Veg,No,No,3.3,13,"North Indian, Chinese",600.0,Buffet,Church Street
11586,Monarch,No,No,3.6,10,"North Indian, Chinese, Continental, South Indian",700.0,Buffet,Church Street
11587,Spice It,No,No,3.8,52,"North Indian, Continental, Italian",1200.0,Buffet,Church Street
11588,Woody's,No,No,2.3,116,"Chinese, South Indian, North Indian",650.0,Buffet,Church Street
11589,Mynt - The Taj West End,No,Yes,4.1,339,"Italian, North Indian, Lebanese",2500.0,Buffet,Church Street
11590,Skylit - Citrus Hotels,No,Yes,4.0,324,"North Indian, Mughlai, Mediterranean",1300.0,Buffet,Church Street
11591,Red Onion,Yes,Yes,4.2,552,"Chinese, North Indian, Biryani, Kebab",1200.0,Buffet,Church Street
11592,Banjara Melting Pot,Yes,Yes,4.2,475,"North Indian, Chinese, Seafood",1700.0,Buffet,Church Street
11593,Zodiac - Fortune Select JP Cosmos Hotel,Yes,Yes,3.8,91,"North Indian, South Indian, Chinese, Continental",1800.0,Buffet,Church Street
11594,One Atria Cafe,No,Yes,3.8,102,"South Indian, Continental, North Indian",1600.0,Buffet,Church Street
11595,Tiffanys,No,No,2.9,31,"Continental, Italian, Chinese",1000.0,Buffet,Church Street
11596,24 Carats - The Capitol,No,No,3.1,46,"Asian, Continental",1000.0,Buffet,Church Street
11597,Coastal Creek,No,No,3.3,13,"North Indian, Continental, South Indian",600.0,Buffet,Church Street
11598,BISO - Citrus Hotels,No,Yes,3.9,158,"North Indian, South Indian, Italian, Continental",1100.0,Buffet,Church Street
11599,BLOW,Yes,Yes,4.3,945,"Cafe, Continental, American, Burger",750.0,Cafes,Church Street
11600,Cafe Azzure,Yes,Yes,4.3,2669,"Cafe, Continental, Italian, Burger",1200.0,Cafes,Church Street
11601,Moto Store & Caf,Yes,No,4.2,382,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",500.0,Cafes,Church Street
11602,Brik Oven,No,No,4.6,2263,"Cafe, Pizza, Beverages",1100.0,Cafes,Church Street
11603,The White Room - Coffee & Kitchen,No,Yes,4.0,1706,"Cafe, Continental, American, Desserts",1000.0,Cafes,Church Street
11604,Matteo Coffea,No,No,4.4,2638,Cafe,600.0,Cafes,Church Street
11605,Smally's Resto Cafe,Yes,No,4.3,3548,"Cafe, Italian, Burger, American, Steak",650.0,Cafes,Church Street
11606,Little Green Cafe,No,No,4.3,788,"Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",900.0,Cafes,Church Street
11607,Wolf'ish,Yes,No,4.1,461,"Cafe, American, Italian, Pizza, Burger",700.0,Cafes,Church Street
11608,Tata Cha,Yes,No,3.9,67,"Cafe, Tea, North Indian",500.0,Cafes,Church Street
11609,Starbucks,No,No,4.1,526,"Cafe, Desserts",700.0,Cafes,Church Street
11610,Cafe 22,No,No,3.0,11,"Cafe, Fast Food",700.0,Cafes,Church Street
11612,Green Theory,Yes,Yes,4.2,2840,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800.0,Cafes,Church Street
11613,CafFelix,Yes,Yes,4.4,693,"American, Cafe, Continental",1700.0,Cafes,Church Street
11614,Truffles,No,No,4.5,3573,"Cafe, American, Burger, Steak",900.0,Cafes,Church Street
11615,Glen's Bakehouse,Yes,No,4.4,1093,"Bakery, Cafe, Italian, Desserts",600.0,Cafes,Church Street
11616,Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,564,"North Indian, Italian, South Indian, Continental, Cafe, Salad",2500.0,Cafes,Church Street
11617,Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3,523,"Salad, Bakery, Cafe, Sandwich, Italian, Burger",1400.0,Cafes,Church Street
11618,Japan Travel Cafe Azuki,No,No,4.3,67,"Cafe, Japanese",400.0,Cafes,Church Street
11619,Cafe Kaara,No,No,4.2,164,"Cafe, Salad, Desserts, Pizza",750.0,Cafes,Church Street
11620,CafMor'ish,Yes,No,4.1,115,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",700.0,Cafes,Church Street
11621,Fabcafe,Yes,Yes,4.1,55,"Cafe, Healthy Food",800.0,Cafes,Church Street
11622,Skoolroom,Yes,No,4.3,569,"Cafe, Continental, Italian, Burger, Beverages",700.0,Cafes,Church Street
11623,Lakeview Milkbar,No,No,4.0,1445,"Desserts, Cafe, Fast Food",500.0,Cafes,Church Street
11625,Cafe Coffee Day The Square,No,No,4.1,388,Cafe,1100.0,Cafes,Church Street
11626,The Souk,Yes,No,3.7,66,"Cafe, Mediterranean, Italian, Pizza, Continental",800.0,Cafes,Church Street
11627,KAARA BY THE LAKE,No,No,4.0,47,"Cafe, Italian, Coffee",750.0,Cafes,Church Street
11628,Trick Or Treat,No,No,4.2,618,"Cafe, Burger, Continental, Pizza, Steak",500.0,Cafes,Church Street
11629,Cafe Imroze,Yes,No,3.6,95,"Cafe, Burger, Italian, Fast Food",650.0,Cafes,Church Street
11630,Happy Belly Bakes,Yes,No,4.2,116,"Cafe, Bakery",500.0,Cafes,Church Street
11631,The Blackboard Bakery,No,Yes,3.7,90,"Cafe, Bakery, Continental",1000.0,Cafes,Church Street
11632,The Flying Squirrel,No,No,4.0,24,"Cafe, Bakery, Beverages, Burger, Continental",450.0,Cafes,Church Street
11633,Fatso's,Yes,No,3.8,72,"Cafe, American, Italian, Burger",650.0,Cafes,Church Street
11635,Fresh Pressery Cafe,No,No,4.1,104,"Cafe, Italian, Healthy Food",1200.0,Cafes,Church Street
11636,Urban Solace - Caffor the Soul,Yes,No,3.9,462,"Cafe, American, Continental, Steak",800.0,Cafes,Church Street
11637,Soul Cafe,No,Yes,3.9,314,"Cafe, Continental, Italian",800.0,Cafes,Church Street
11638,The CafSaanchi,No,No,4.0,30,Cafe,800.0,Cafes,Church Street
11639,WAFL Caf,Yes,No,4.0,85,"Cafe, Fast Food, Desserts, Beverages",400.0,Cafes,Church Street
11640,Haji Ali Juice Centre,No,No,3.8,22,"Beverages, Cafe, Juices, Fast Food",350.0,Cafes,Church Street
11641,Yomama!!,No,No,3.6,7,"Continental, Burger, Cafe, Steak",800.0,Cafes,Church Street
11642,Peppa Zzing,Yes,No,4.3,1133,"Cafe, Fast Food, Burger",800.0,Cafes,Church Street
11643,Cafe Cerrise,Yes,No,3.8,96,"Cafe, Continental, Salad",600.0,Cafes,Church Street
11644,Gobble Up Churros Cafe,Yes,No,3.8,37,"Beverages, Cafe, Desserts, Spanish, Bakery",400.0,Cafes,Church Street
11645,Cafe @ Elanza,No,No,3.7,145,"Chinese, North Indian, Cafe",1000.0,Cafes,Church Street
11646,Chai Ki Tapri,No,No,3.7,16,Cafe,250.0,Cafes,Church Street
11647,Cafe Aladdin,No,No,3.9,74,"Cafe, Chinese",500.0,Cafes,Church Street
11648,CafMH-28,Yes,No,3.4,9,Cafe,300.0,Cafes,Church Street
11649,Driven Cafe,Yes,No,3.4,122,"Cafe, Beverages, Fast Food",600.0,Cafes,Church Street
11650,Cafe Cassia& Deli,No,No,4.2,115,"Lebanese, Mediterranean, Cafe",1000.0,Cafes,Church Street
11651,Hashtag Cafe,No,No,2.8,44,"Cafe, Continental, European, Italian",700.0,Cafes,Church Street
11652,The Lobby Brew - Conrad Bengaluru,No,Yes,3.8,25,"Cafe, North Indian, Fast Food",2200.0,Cafes,Church Street
11653,Savera Cafe,No,No,3.7,11,Cafe,50.0,Cafes,Church Street
11654,Bon Sante,Yes,No,3.6,104,"Cafe, Continental, Italian",800.0,Cafes,Church Street
11655,Little Bites,No,No,3.6,7,"Cafe, Fast Food",200.0,Cafes,Church Street
11657,Dasaprakash Cafe,No,No,3.1,10,Cafe,400.0,Cafes,Church Street
11658,Smokie Brownie,Yes,No,3.2,7,Cafe,600.0,Cafes,Church Street
11659,Berrylicious Cafe,Yes,No,4.1,125,"Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900.0,Cafes,Church Street
11661,The Bao Belly,No,No,3.3,9,Cafe,400.0,Cafes,Church Street
11665,Norsha Caffe,Yes,No,3.3,6,Cafe,400.0,Cafes,Church Street
11666,The Coffee Bean & Tea Leaf,Yes,No,3.8,260,Cafe,700.0,Cafes,Church Street
11667,Kalmane Koffees,No,No,3.6,46,Cafe,350.0,Cafes,Church Street
11669,Hammered,Yes,Yes,4.7,4677,"North Indian, Thai, Japanese, Continental, Cafe",1300.0,Cafes,Church Street
11670,The Culinarium,No,No,4.0,23,"Cafe, Desserts, Beverages",1100.0,Cafes,Church Street
11671,Dolci Desserts,Yes,No,4.3,655,"Cafe, Desserts",750.0,Cafes,Church Street
11672,Step Right Up,Yes,No,4.1,153,"Cafe, Italian",300.0,Cafes,Church Street
11673,Infinitea Tea Room & Tea Store,Yes,Yes,4.3,860,"Continental, Cafe, Desserts, Salad, Momos",1000.0,Cafes,Church Street
11674,Mudpipe Cafe,Yes,No,4.2,740,"Cafe, Continental, Italian, Burger",750.0,Cafes,Church Street
11675,The Courtyard,No,Yes,3.9,297,"Cafe, Italian",750.0,Cafes,Church Street
11676,Barista,No,No,3.7,35,Cafe,300.0,Cafes,Church Street
11677,Chels Cafe,Yes,No,3.5,20,"Cafe, Burger",500.0,Cafes,Church Street
11678,BanBay,No,No,4.0,44,"Cafe, Modern Indian, Pizza, Burger, Desserts",1100.0,Cafes,Church Street
11679,Bread and Circus,Yes,No,3.7,50,"Cafe, Fast Food, Pizza, Burger",550.0,Cafes,Church Street
11680,Bangalore Masala House,Yes,No,4.2,255,"Cafe, Continental, Fast Food",500.0,Cafes,Church Street
11683,Talk Ease,No,No,3.1,10,Cafe,200.0,Cafes,Church Street
11685,Tea and Wine Lounge,No,No,3.5,10,"Cafe, Tea, Desserts",800.0,Cafes,Church Street
11686,Ghar Ki Rasoi,Yes,No,3.1,48,"North Indian, Chinese, Italian",500.0,Delivery,Church Street
11687,Behrouz Biryani,Yes,No,4.1,128,Biryani,650.0,Delivery,Church Street
11688,Eat At Nite,Yes,No,3.1,57,"North Indian, Chinese, Rolls",400.0,Delivery,Church Street
11689,Ovenstory Pizza,Yes,No,3.8,97,Pizza,750.0,Delivery,Church Street
11690,Empire Restaurant,Yes,No,4.0,3213,"North Indian, Mughlai, South Indian, Chinese",750.0,Delivery,Church Street
11691,Faasos,Yes,No,3.8,101,"North Indian, Biryani, Fast Food",500.0,Delivery,Church Street
11692,Deshi Fusion Pizza,Yes,No,3.3,73,"Pizza, Chinese, Rolls",750.0,Delivery,Church Street
11693,The Charcoal Factory,Yes,No,4.1,291,"Burger, Pizza, Momos",600.0,Delivery,Church Street
11694,Karama Restaurant,Yes,Yes,4.4,2866,"Arabian, North Indian, Beverages",750.0,Delivery,Church Street
11695,Midnight Eats,Yes,No,3.0,114,"North Indian, Chinese",500.0,Delivery,Church Street
11696,Masala Central,Yes,No,3.7,75,North Indian,300.0,Delivery,Church Street
11697,Firangi Bake,Yes,No,3.9,58,"Mexican, Italian",600.0,Delivery,Church Street
11699,Mama Mia!,Yes,No,4.3,423,"Desserts, Cafe",400.0,Delivery,Church Street
11700,Smally's Resto Cafe,Yes,Yes,4.1,1852,"Cafe, Italian, Burger, American, Steak",650.0,Delivery,Church Street
11701,WAFL Caf,Yes,No,4.0,85,"Cafe, Fast Food, Desserts, Beverages",400.0,Delivery,Church Street
11702,InnerChef,Yes,No,3.7,270,"North Indian, Continental",500.0,Delivery,Church Street
11703,Frozen Bottle,Yes,No,3.7,19,"Beverages, Desserts, Ice Cream",400.0,Delivery,Church Street
11704,Dakshin Biryani & Tiffin,Yes,No,3.4,334,"Andhra, South Indian, North Indian",550.0,Delivery,Church Street
11705,99 Pancakes,Yes,No,4.1,41,"Desserts, Ice Cream",150.0,Delivery,Church Street
11706,Midnight Hunger Solutions 24/7,Yes,No,2.1,254,"North Indian, Mughlai, Chinese",500.0,Delivery,Church Street
11707,Popat,Yes,No,3.2,41,North Indian,300.0,Delivery,Church Street
11708,Church Street Social,Yes,No,4.3,7547,"American, North Indian, Chinese, Finger Food, Momos",1500.0,Delivery,Church Street
11709,Shanmukha,Yes,No,3.9,143,"Biryani, Andhra, North Indian, Chinese",800.0,Delivery,Church Street
11710,Domino's Pizza,Yes,No,3.7,266,"Pizza, Fast Food",400.0,Delivery,Church Street
11711,Roti Shotti,Yes,No,3.8,61,North Indian,400.0,Delivery,Church Street
11712,Kanteen 038,Yes,No,4.0,51,"Tea, Beverages, Fast Food",200.0,Delivery,Church Street
11713,Sandhya Veg,Yes,No,3.5,56,"South Indian, Chinese",150.0,Delivery,Church Street
11714,The Good Bowl,Yes,No,3.6,10,"Italian, North Indian, Biryani",500.0,Delivery,Church Street
11715,Burger King,Yes,No,4.0,1393,"Burger, Fast Food, Beverages",600.0,Delivery,Church Street
11716,Imperial Restaurant,Yes,No,3.9,239,"North Indian, Chinese, Biryani, Kebab, Juices",800.0,Delivery,Church Street
11717,eat.fit,Yes,Yes,4.1,94,"Healthy Food, North Indian, Biryani",300.0,Delivery,Church Street
11718,Beijing Bites,Yes,No,3.8,262,"Chinese, Thai",850.0,Delivery,Church Street
11719,M.M.A Kababs Rolls & Biryani Center,Yes,No,2.7,67,"Arabian, Mughlai, Chinese, Kebab, Fast Food",400.0,Delivery,Church Street
11721,Dakshin Restaurant,Yes,No,3.6,16,"Mangalorean, Seafood, North Indian, Chinese",800.0,Delivery,Church Street
11722,The Mughal's,Yes,No,3.7,89,"Mughlai, North Indian, Chinese",400.0,Delivery,Church Street
11723,Donne Biriyani House,Yes,No,4.1,474,Biryani,300.0,Delivery,Church Street
11724,Richie Rich,Yes,No,4.0,624,"Desserts, Beverages, Fast Food, Ice Cream",450.0,Delivery,Church Street
11725,Xpress Biryani,Yes,No,4.3,148,"Biryani, North Indian, Kebab",650.0,Delivery,Church Street
11726,Pathaan Sir,Yes,No,3.3,156,"Fast Food, Rolls, Momos",250.0,Delivery,Church Street
11727,XO Belgian Waffle,Yes,No,4.4,216,"Desserts, Beverages",450.0,Delivery,Church Street
11728,Meghana Foods,Yes,No,4.3,2139,"Biryani, Seafood, Andhra, North Indian",600.0,Delivery,Church Street
11729,Sweet Truth,Yes,No,3.7,21,"Bakery, Desserts",500.0,Delivery,Church Street
11730,Ascharya Hotel,Yes,No,3.4,11,"Mangalorean, South Indian",300.0,Delivery,Church Street
11731,Smoke House Deli,Yes,No,4.6,2492,"European, Italian, Desserts, Salad, Juices, Steak",1600.0,Delivery,Church Street
11732,WOW! Momo,Yes,No,3.7,123,"Tibetan, Momos",400.0,Delivery,Church Street
11734,Bangalore Bytes,Yes,No,3.5,121,"Fast Food, South Indian, Biryani",300.0,Delivery,Church Street
11735,Pathy's Kitchen,Yes,No,3.5,21,Andhra,500.0,Delivery,Church Street
11736,Hammered,Yes,Yes,4.7,4677,"North Indian, Thai, Japanese, Continental, Cafe",1300.0,Delivery,Church Street
11737,Nando's,Yes,No,4.3,1220,"Portuguese, African",1200.0,Delivery,Church Street
11739,Thai Chy,Yes,Yes,4.3,376,"Thai, Asian, Indonesian",1200.0,Delivery,Church Street
11740,FreshMenu,Yes,No,3.8,377,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0,Delivery,Church Street
11741,Danny Lambas Punjabi Dhaba,Yes,No,3.5,98,"North Indian, Chinese, Biryani",600.0,Delivery,Church Street
11742,New Alameen Restaurant,Yes,No,3.4,24,"Kerala, North Indian, Chinese",300.0,Delivery,Church Street
11743,The Bundle Co.,Yes,No,4.4,223,"Burger, Continental, Italian, Beverages",700.0,Delivery,Church Street
11744,Leon Grill,Yes,No,4.3,285,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500.0,Delivery,Church Street
11745,Belgian Waffle Factory,Yes,No,4.9,1744,Desserts,400.0,Delivery,Church Street
11746,Rahhams,Yes,No,3.9,850,"Mughlai, North Indian, Chinese",700.0,Delivery,Church Street
11747,Shahi Family Restaurant,Yes,No,3.3,73,"North Indian, Chinese, South Indian",350.0,Delivery,Church Street
11748,Punjabi Dhaba,Yes,No,3.4,352,"North Indian, Chinese",350.0,Delivery,Church Street
11750,Tadkawala,Yes,No,3.5,70,North Indian,200.0,Delivery,Church Street
11751,Gobble Up Churros Cafe,Yes,No,3.8,37,"Beverages, Cafe, Desserts, Spanish, Bakery",400.0,Delivery,Church Street
11752,McDonald's,Yes,No,3.8,106,"Burger, Fast Food",500.0,Delivery,Church Street
11753,Meenu Oota Da Maane,Yes,No,3.2,23,"Seafood, Mangalorean, Chinese",700.0,Delivery,Church Street
11754,KFC,Yes,No,3.6,206,"Burger, Fast Food",400.0,Delivery,Church Street
11755,Dunkin' Donuts,Yes,No,4.1,1079,"Burger, Desserts, Fast Food",550.0,Delivery,Church Street
11756,Mandarin Box,No,No,4.0,79,Chinese,500.0,Delivery,Church Street
11757,Hotel Dil Coorg,Yes,No,3.6,79,"North Indian, South Indian",300.0,Delivery,Church Street
11758,Corner House Ice Cream,Yes,No,4.4,635,"Ice Cream, Desserts",400.0,Delivery,Church Street
11759,Little Green Cafe,No,No,4.3,788,"Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",900.0,Delivery,Church Street
11760,Shawarma Time,Yes,No,3.7,80,Arabian,300.0,Delivery,Church Street
11761,Somilan Steak House,No,No,4.3,527,"North Eastern, Asian, Naga, Steak, Momos",800.0,Delivery,Church Street
11762,IceBreakers,No,No,4.3,182,"Desserts, Ice Cream",400.0,Delivery,Church Street
11763,New Taj,Yes,No,3.3,110,"North Indian, Chinese",300.0,Delivery,Church Street
11764,Donne Biryani House,Yes,No,3.3,70,Biryani,400.0,Delivery,Church Street
11765,Venus Biryani,Yes,No,3.0,144,"Biryani, Chinese",200.0,Delivery,Church Street
11766,Chickpet Donne Biryani House,Yes,No,3.7,45,Biryani,250.0,Delivery,Church Street
11767,Soda Bottle Opener Wala,Yes,Yes,4.4,3656,"Parsi, North Indian",1300.0,Delivery,Church Street
11768,Cafe Azzure,Yes,Yes,4.3,2669,"Cafe, Continental, Italian, Burger",1200.0,Delivery,Church Street
11769,Le Gateau - The Cake Shop,Yes,No,4.4,536,"Desserts, Bakery",600.0,Delivery,Church Street
11770,Just Bake,Yes,No,3.4,6,"Bakery, Desserts",400.0,Delivery,Church Street
11771,Meaza Ginger Multi Cuisine Restaurant,Yes,No,3.6,91,"North Indian, Chinese, South Indian, Kerala",550.0,Delivery,Church Street
11772,Eden Park,Yes,Yes,4.1,614,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",1100.0,Delivery,Church Street
11773,Mel's Korner,No,No,3.8,95,Fast Food,500.0,Delivery,Church Street
11774,Glen's Bakehouse,Yes,No,4.4,1093,"Bakery, Cafe, Italian, Desserts",600.0,Delivery,Church Street
11775,Firewood Biryani,Yes,No,3.9,454,"Biryani, Kebab, Rolls",400.0,Delivery,Church Street
11776,Sahana's (Nati Style),Yes,No,3.7,47,North Indian,350.0,Delivery,Church Street
11777,Savoury Restaurant,Yes,No,4.1,1445,"Arabian, North Indian, Chinese, Beverages",800.0,Delivery,Church Street
